latitude_degrees,latitude,longitude_degrees,longitude
58°18′28″N,58.307685,1°37′54″W,-1.63156021
58°18′28″N,58.307685,4°08′19″W,-4.1386799
58°18′28″N,58.307685,0°42′55″W,-0.71515655
58°18′28″N,58.307685,3°28′30″W,-3.47491459
58°18′28″N,58.307685,3°36′03″W,-3.60085233
58°18′28″N,58.307685,1°02′47″W,-1.04648763
58°18′28″N,58.307685,0°48′24″E,0.80657148
58°18′28″N,58.307685,3°40′34″W,-3.67610649
58°18′28″N,58.307685,0°52′21″E,0.87254995
58°18′28″N,58.307685,3°31′59″W,-3.53324814
58°18′28″N,58.307685,3°32′15″W,-3.53759784
58°18′28″N,58.307685,0°55′37″W,-0.92683233
58°18′28″N,58.307685,1°12′32″W,-1.20888082
58°18′28″N,58.307685,0°24′54″E,0.41512105
58°18′28″N,58.307685,0°20′40″E,0.3444713
58°18′28″N,58.307685,3°54′59″W,-3.91632834
58°18′28″N,58.307685,1°08′12″E,1.13659351
58°18′28″N,58.307685,0°02′30″E,0.04165525
58°18′28″N,58.307685,1°43′03″W,-1.71742196
58°18′28″N,58.307685,0°15′29″E,0.2580244
58°18′28″N,58.307685,3°58′26″W,-3.97378306
58°18′28″N,58.307685,0°09′11″W,-0.1531899
58°18′28″N,58.307685,0°29′19″E,0.48855891
58°18′28″N,58.307685,1°25′54″E,1.43176972
58°18′28″N,58.307685,2°50′28″W,-2.84122159
58°18′28″N,58.307685,1°27′19″E,1.45535142
58°18′28″N,58.307685,0°56′28″W,-0.94122847
58°18′28″N,58.307685,4°00′18″W,-4.00491277
58°18′28″N,58.307685,0°25′57″W,-0.43246808
58°18′28″N,58.307685,3°41′55″W,-3.69867552
58°18′28″N,58.307685,4°12′04″W,-4.20114636
58°18′28″N,58.307685,3°43′02″W,-3.71735392
58°18′28″N,58.307685,3°39′04″W,-3.65105891
58°18′28″N,58.307685,1°10′19″E,1.17189269
58°18′28″N,58.307685,4°03′24″W,-4.05656487
58°18′28″N,58.307685,3°29′58″W,-3.49941584
58°18′28″N,58.307685,0°06′53″E,0.11476283
58°18′28″N,58.307685,1°53′48″W,-1.89673341
58°18′28″N,58.307685,0°32′38″E,0.54375859
58°18′28″N,58.307685,3°29′17″W,-3.4880453
58°18′28″N,58.307685,0°53′16″W,-0.88769829
58°18′28″N,58.307685,3°56′09″W,-3.93594381
58°18′28″N,58.307685,1°33′34″W,-1.55945738
58°18′28″N,58.307685,0°55′46″W,-0.92947688
58°18′28″N,58.307685,1°26′01″W,-1.43354014
58°18′28″N,58.307685,2°05′16″W,-2.08787433
58°18′28″N,58.307685,0°23′38″E,0.3939447
58°18′28″N,58.307685,0°00′26″W,-0.00725901
58°18′28″N,58.307685,1°12′35″W,-1.20961859
58°18′28″N,58.307685,3°58′58″W,-3.9828766
58°18′28″N,58.307685,1°08′23″W,-1.13978235
58°18′28″N,58.307685,3°47′13″W,-3.7868569
58°18′28″N,58.307685,0°29′02″W,-0.48379322
58°18′28″N,58.307685,2°15′25″W,-2.25696502
58°18′28″N,58.307685,2°21′09″W,-2.35259531
58°18′28″N,58.307685,1°08′03″W,-1.13416282
58°18′28″N,58.307685,0°41′24″E,0.68992154
58°18′28″N,58.307685,4°03′38″W,-4.06063062
58°18′28″N,58.307685,0°35′53″W,-0.59797799
58°18′28″N,58.307685,2°29′52″W,-2.49771098
58°18′28″N,58.307685,0°44′12″W,-0.73662901
58°18′28″N,58.307685,3°57′11″W,-3.95314804
58°18′28″N,58.307685,2°36′22″W,-2.60620281
58°18′28″N,58.307685,1°46′23″W,-1.77313553
58°18′28″N,58.307685,2°45′51″W,-2.76419849
58°18′28″N,58.307685,0°02′10″W,-0.03614274
58°18′28″N,58.307685,0°43′14″W,-0.72041862
58°18′28″N,58.307685,0°39′33″E,0.65916327
58°18′28″N,58.307685,3°03′50″W,-3.06397303
58°18′28″N,58.307685,1°23′58″W,-1.39943065
58°18′28″N,58.307685,1°22′14″E,1.3706191
58°18′28″N,58.307685,0°34′48″E,0.57999395
58°18′28″N,58.307685,1°23′24″W,-1.38998327
58°18′28″N,58.307685,1°51′14″W,-1.85383206
58°18′28″N,58.307685,3°01′12″W,-3.01986203
58°18′28″N,58.307685,0°48′20″E,0.80545791
58°18′28″N,58.307685,3°01′34″W,-3.02600531
58°18′28″N,58.307685,3°27′00″W,-3.45011462
58°18′28″N,58.307685,3°46′11″W,-3.76976163
58°18′28″N,58.307685,0°11′36″E,0.19336633
58°18′28″N,58.307685,1°23′24″W,-1.39003816
58°18′28″N,58.307685,0°19′36″E,0.32660048
58°18′28″N,58.307685,0°54′48″E,0.9134029
58°18′28″N,58.307685,3°26′24″W,-3.43992
58°18′28″N,58.307685,3°41′15″W,-3.68761082
58°18′28″N,58.307685,0°43′52″E,0.73111271
58°18′28″N,58.307685,1°27′17″E,1.45461243
58°18′28″N,58.307685,3°37′25″W,-3.62361189
58°18′28″N,58.307685,1°03′27″E,1.05761885
58°18′28″N,58.307685,1°07′59″E,1.1333641
58°18′28″N,58.307685,1°16′57″W,-1.28260235
58°18′28″N,58.307685,0°58′23″W,-0.9731541
58°18′28″N,58.307685,1°16′48″W,-1.27986665
58°18′28″N,58.307685,1°18′34″E,1.30933019
58°18′28″N,58.307685,3°30′01″W,-3.50029994
58°18′28″N,58.307685,0°45′46″E,0.76266304
58°18′28″N,58.307685,0°41′42″E,0.69509331
58°18′28″N,58.307685,0°53′40″E,0.89454823
58°18′28″N,58.307685,3°53′30″W,-3.89169849
58°18′28″N,58.307685,1°54′43″W,-1.91199375
58°18′28″N,58.307685,2°36′24″W,-2.60669399
58°18′28″N,58.307685,2°50′45″W,-2.84582721
58°18′28″N,58.307685,2°06′57″W,-2.11590073
58°18′28″N,58.307685,0°37′08″W,-0.61895059
58°18′28″N,58.307685,0°04′03″E,0.06749134
58°18′28″N,58.307685,2°30′18″W,-2.50486606
58°18′28″N,58.307685,1°05′56″W,-1.09888606
58°18′28″N,58.307685,3°07′46″W,-3.12942475
58°18′28″N,58.307685,0°05′01″W,-0.08372703
58°18′28″N,58.307685,1°14′02″W,-1.23401867
58°18′28″N,58.307685,1°15′50″W,-1.26381631
58°18′28″N,58.307685,1°56′33″W,-1.94250911
58°18′28″N,58.307685,0°46′01″E,0.76703004
58°18′28″N,58.307685,3°46′33″W,-3.77576315
58°18′28″N,58.307685,3°20′53″W,-3.3480463
58°18′28″N,58.307685,3°37′10″W,-3.61943579
58°18′28″N,58.307685,1°54′06″W,-1.90152801
58°18′28″N,58.307685,2°18′36″W,-2.31003239
58°18′28″N,58.307685,2°54′22″W,-2.90598257
58°18′28″N,58.307685,1°26′23″W,-1.43962406
58°18′28″N,58.307685,3°21′31″W,-3.35851146
58°18′28″N,58.307685,3°23′08″W,-3.3856205
58°18′28″N,58.307685,1°52′09″W,-1.86912959
58°18′28″N,58.307685,1°30′42″E,1.51156415
58°18′28″N,58.307685,3°32′53″W,-3.5479243
58°18′28″N,58.307685,3°21′00″W,-3.34997434
58°18′28″N,58.307685,3°03′59″W,-3.06646712
58°18′28″N,58.307685,1°01′01″E,1.01685833
58°18′28″N,58.307685,0°45′07″E,0.75202666
58°18′28″N,58.307685,0°19′08″E,0.31896983
58°18′28″N,58.307685,3°21′52″W,-3.36453475
58°18′28″N,58.307685,3°33′50″W,-3.56382322
58°18′28″N,58.307685,0°38′26″E,0.64065448
58°18′28″N,58.307685,2°45′35″W,-2.75977863
58°18′28″N,58.307685,4°00′06″W,-4.00154062
58°18′28″N,58.307685,3°15′19″W,-3.25537819
58°18′28″N,58.307685,0°22′19″E,0.3720637
58°18′28″N,58.307685,1°52′13″W,-1.87032731
58°18′28″N,58.307685,0°25′07″W,-0.41853995
58°18′28″N,58.307685,1°58′09″W,-1.96914333
58°18′28″N,58.307685,1°02′15″E,1.03741824
58°18′28″N,58.307685,1°47′22″W,-1.78937776
58°18′28″N,58.307685,0°29′51″W,-0.49741819
58°18′28″N,58.307685,2°48′22″W,-2.80604946
58°18′28″N,58.307685,0°24′43″E,0.41197186
58°18′28″N,58.307685,3°44′16″W,-3.73782277
58°18′28″N,58.307685,3°19′22″W,-3.32275265
58°18′28″N,58.307685,1°56′28″W,-1.94116127
58°18′28″N,58.307685,1°14′59″E,1.24964674
58°18′28″N,58.307685,2°41′19″W,-2.68865556
58°18′28″N,58.307685,0°01′16″E,0.02116796
58°18′28″N,58.307685,2°49′51″W,-2.83079162
58°18′28″N,58.307685,3°21′42″W,-3.36172448
58°18′28″N,58.307685,0°41′50″E,0.69716636
58°18′28″N,58.307685,0°48′55″W,-0.8154115
58°18′28″N,58.307685,0°07′32″W,-0.12550311
58°18′28″N,58.307685,1°26′49″W,-1.44697497
58°18′28″N,58.307685,1°30′51″E,1.51422255
58°18′28″N,58.307685,1°05′21″W,-1.08905822
58°18′28″N,58.307685,3°33′28″W,-3.5576459
58°18′28″N,58.307685,0°22′32″W,-0.37544981
58°18′28″N,58.307685,2°54′18″W,-2.90498432
58°18′28″N,58.307685,0°34′08″W,-0.56895683
58°18′28″N,58.307685,1°07′30″W,-1.12512874
58°18′28″N,58.307685,1°09′30″E,1.158239
58°18′28″N,58.307685,3°47′32″W,-3.79222192
58°18′28″N,58.307685,3°04′49″W,-3.08025808
58°18′28″N,58.307685,2°49′24″W,-2.82340411
58°18′28″N,58.307685,0°20′53″W,-0.3479726
58°18′28″N,58.307685,0°15′56″W,-0.26564651
58°18′28″N,58.307685,4°10′20″W,-4.17216991
58°18′28″N,58.307685,2°15′44″W,-2.26219106
58°18′28″N,58.307685,0°01′44″W,-0.02892552
58°18′28″N,58.307685,0°47′51″W,-0.79747208
58°18′28″N,58.307685,2°09′46″W,-2.16274292
58°18′28″N,58.307685,0°58′01″E,0.96693894
58°18′28″N,58.307685,0°19′13″E,0.32019666
58°18′28″N,58.307685,3°33′20″W,-3.5555068
58°18′28″N,58.307685,0°42′34″W,-0.70933501
58°18′28″N,58.307685,0°47′39″E,0.79420682
58°18′28″N,58.307685,3°59′59″W,-3.99968633
58°18′28″N,58.307685,2°45′20″W,-2.75557969
58°18′28″N,58.307685,0°34′39″W,-0.57749031
58°18′28″N,58.307685,0°40′36″W,-0.67658714
58°18′28″N,58.307685,0°49′46″E,0.82946541
58°18′28″N,58.307685,3°18′38″W,-3.31044428
58°18′28″N,58.307685,1°53′28″W,-1.89103938
58°18′28″N,58.307685,2°01′35″W,-2.02645344
58°18′28″N,58.307685,0°47′07″E,0.78540805
58°18′28″N,58.307685,3°25′05″W,-3.41806214
58°18′28″N,58.307685,0°57′20″E,0.9554657
58°18′28″N,58.307685,0°28′58″W,-0.48275948
58°18′28″N,58.307685,1°59′52″W,-1.99783254
58°18′28″N,58.307685,2°23′59″W,-2.39962083
58°18′28″N,58.307685,0°42′27″W,-0.70753459
58°18′28″N,58.307685,2°09′54″W,-2.16501817
58°18′28″N,58.307685,1°35′53″W,-1.59792571
58°18′28″N,58.307685,0°20′36″W,-0.34323344
58°18′28″N,58.307685,0°54′46″E,0.91277169
58°18′28″N,58.307685,0°37′51″W,-0.63088624
58°18′28″N,58.307685,1°47′24″W,-1.78988938
58°18′28″N,58.307685,0°35′27″W,-0.59088537
58°18′28″N,58.307685,0°57′47″E,0.96312958
58°18′28″N,58.307685,0°52′57″E,0.88259966
58°18′28″N,58.307685,1°26′23″E,1.43970488
58°18′28″N,58.307685,0°38′45″W,-0.64593446
58°18′28″N,58.307685,0°13′39″E,0.22761037
58°18′28″N,58.307685,1°30′57″E,1.51584518
58°18′28″N,58.307685,1°06′50″E,1.11377758
58°18′28″N,58.307685,1°59′18″W,-1.98842083
58°18′28″N,58.307685,0°01′43″W,-0.02853025
58°18′28″N,58.307685,0°01′50″E,0.03067995
58°18′28″N,58.307685,0°11′47″W,-0.19646098
58°18′28″N,58.307685,0°02′42″W,-0.04498329
58°18′28″N,58.307685,0°31′31″E,0.52533523
58°18′28″N,58.307685,1°08′29″W,-1.14128379
58°18′28″N,58.307685,1°01′20″E,1.022259
58°18′28″N,58.307685,2°59′06″W,-2.98510755
58°18′28″N,58.307685,1°58′32″W,-1.97548805
58°18′28″N,58.307685,1°12′04″E,1.20120215
58°18′28″N,58.307685,3°02′16″W,-3.03764776
58°18′28″N,58.307685,0°26′38″W,-0.44375304
58°18′28″N,58.307685,2°41′10″W,-2.68606303
58°18′28″N,58.307685,3°36′15″W,-3.60405522
58°18′28″N,58.307685,0°08′08″W,-0.13566143
58°18′28″N,58.307685,3°45′10″W,-3.75273509
58°18′28″N,58.307685,4°06′15″W,-4.10415531
58°18′28″N,58.307685,1°25′49″W,-1.43021868
58°18′28″N,58.307685,1°04′35″W,-1.07651218
58°18′28″N,58.307685,0°20′17″W,-0.33795246
58°18′28″N,58.307685,2°22′38″W,-2.37708402
58°18′28″N,58.307685,3°31′04″W,-3.51785473
58°18′28″N,58.307685,3°53′42″W,-3.89511836
58°18′28″N,58.307685,3°42′17″W,-3.70480316
58°18′28″N,58.307685,4°08′18″W,-4.13827795
58°18′28″N,58.307685,3°31′29″W,-3.52475403
58°18′28″N,58.307685,1°37′01″W,-1.61686451
58°18′28″N,58.307685,2°09′35″W,-2.15963649
58°18′28″N,58.307685,0°24′54″W,-0.41491487
58°18′28″N,58.307685,1°26′11″W,-1.43633702
58°18′28″N,58.307685,0°19′15″E,0.32078024
58°18′28″N,58.307685,3°23′11″W,-3.38647707
58°18′28″N,58.307685,2°45′13″W,-2.75372013
58°18′28″N,58.307685,3°19′12″W,-3.31997061
58°18′28″N,58.307685,1°27′54″W,-1.46509785
58°18′28″N,58.307685,0°18′19″W,-0.30524368
58°18′28″N,58.307685,0°25′18″W,-0.42159438
58°18′28″N,58.307685,2°38′09″W,-2.63572508
58°18′28″N,58.307685,2°52′03″W,-2.86753152
58°18′28″N,58.307685,2°03′35″W,-2.05962364
58°18′28″N,58.307685,1°39′45″W,-1.66240897
58°18′28″N,58.307685,0°48′04″W,-0.80124616
58°18′28″N,58.307685,1°20′39″W,-1.34413797
58°18′28″N,58.307685,4°08′41″W,-4.14463344
58°18′28″N,58.307685,1°24′22″E,1.40623185
58°18′28″N,58.307685,0°30′32″W,-0.50879452
58°18′28″N,58.307685,1°16′56″E,1.28221159
58°18′28″N,58.307685,2°01′32″W,-2.02548296
58°18′28″N,58.307685,3°21′10″W,-3.35265084
58°18′28″N,58.307685,2°05′18″W,-2.08833151
58°18′28″N,58.307685,2°59′00″W,-2.98341645
58°18′28″N,58.307685,3°34′23″W,-3.57312881
58°18′28″N,58.307685,0°47′29″W,-0.79129954
58°18′28″N,58.307685,1°14′25″W,-1.24022829
58°18′28″N,58.307685,3°35′57″W,-3.59907187
58°18′28″N,58.307685,2°29′36″W,-2.49336068
58°18′28″N,58.307685,1°11′39″W,-1.19422069
58°18′28″N,58.307685,4°04′11″W,-4.06973085
58°18′28″N,58.307685,2°12′03″W,-2.20079909
58°18′28″N,58.307685,0°06′46″W,-0.11275967
58°18′28″N,58.307685,3°53′36″W,-3.89335304
58°18′28″N,58.307685,1°13′52″E,1.23122453
58°18′28″N,58.307685,2°42′36″W,-2.71000029
58°18′28″N,58.307685,3°43′14″W,-3.72048852
58°18′28″N,58.307685,3°41′40″W,-3.69453866
58°18′28″N,58.307685,0°41′56″E,0.69877535
58°18′28″N,58.307685,2°21′50″W,-2.3637851
58°18′28″N,58.307685,1°15′06″W,-1.25160915
58°18′28″N,58.307685,1°03′01″E,1.05041316
58°18′28″N,58.307685,0°55′26″W,-0.92397404
58°18′28″N,58.307685,1°31′44″W,-1.52886101
58°18′28″N,58.307685,0°48′55″W,-0.81529259
58°18′28″N,58.307685,1°49′58″W,-1.83268549
58°18′28″N,58.307685,1°39′25″W,-1.65690222
58°18′28″N,58.307685,0°55′58″E,0.93267957
58°18′28″N,58.307685,1°01′38″W,-1.02728135
58°18′28″N,58.307685,3°50′28″W,-3.84104996
58°18′28″N,58.307685,3°45′49″W,-3.76349972
58°18′28″N,58.307685,1°04′10″E,1.06947524
58°18′28″N,58.307685,3°21′51″W,-3.36406446
58°18′28″N,58.307685,2°00′39″W,-2.01083331
58°18′28″N,58.307685,1°11′06″W,-1.18495944
58°18′28″N,58.307685,0°56′02″W,-0.93390944
58°18′28″N,58.307685,0°48′37″E,0.81040067
58°18′28″N,58.307685,1°28′53″W,-1.48126314
58°18′28″N,58.307685,3°06′28″W,-3.10786485
58°18′28″N,58.307685,3°31′11″W,-3.51980726
58°18′28″N,58.307685,0°52′52″W,-0.88115676
58°18′28″N,58.307685,2°03′49″W,-2.06356103
58°18′28″N,58.307685,0°42′17″W,-0.70474227
58°18′28″N,58.307685,3°53′53″W,-3.89801426
58°18′28″N,58.307685,2°10′39″W,-2.17742183
58°18′28″N,58.307685,1°31′39″W,-1.52740313
58°18′28″N,58.307685,0°31′41″W,-0.52815935
58°18′28″N,58.307685,3°02′53″W,-3.04797889
58°18′28″N,58.307685,2°20′50″W,-2.34720027
58°18′28″N,58.307685,0°49′10″W,-0.81935635
58°18′28″N,58.307685,0°39′18″W,-0.6548672
58°18′28″N,58.307685,3°36′19″W,-3.6052427
58°18′28″N,58.307685,0°19′04″W,-0.31770317
58°18′28″N,58.307685,2°15′48″W,-2.2633162
58°18′28″N,58.307685,1°18′40″E,1.3111352
58°18′28″N,58.307685,0°14′58″W,-0.24950875
58°18′28″N,58.307685,2°37′55″W,-2.63182529
58°18′28″N,58.307685,0°01′58″E,0.03287466
58°18′28″N,58.307685,3°46′21″W,-3.77260303
58°18′28″N,58.307685,3°23′55″W,-3.39862443
58°18′28″N,58.307685,0°15′26″W,-0.2572203
58°18′28″N,58.307685,0°41′26″E,0.69049919
58°18′28″N,58.307685,3°38′20″W,-3.63900111
58°18′28″N,58.307685,3°48′29″W,-3.80812924
58°18′28″N,58.307685,2°27′39″W,-2.46070396
58°18′28″N,58.307685,1°24′03″E,1.40084127
58°18′28″N,58.307685,3°30′21″W,-3.50579734
58°18′28″N,58.307685,1°34′01″W,-1.56683713
58°18′28″N,58.307685,1°53′47″W,-1.89635595
58°18′28″N,58.307685,0°00′14″E,0.00401804
58°18′28″N,58.307685,0°35′15″W,-0.58742252
58°18′28″N,58.307685,3°13′03″W,-3.21740171
58°18′28″N,58.307685,1°19′20″W,-1.32220331
58°18′28″N,58.307685,1°50′13″W,-1.83683667
58°18′28″N,58.307685,4°01′02″W,-4.01719545
58°18′28″N,58.307685,0°50′11″W,-0.83632864
58°18′28″N,58.307685,1°02′12″E,1.03655862
58°18′28″N,58.307685,0°35′54″E,0.59823827
58°18′28″N,58.307685,3°11′04″W,-3.18437144
58°18′28″N,58.307685,1°11′26″W,-1.19058761
58°18′28″N,58.307685,1°26′00″E,1.43345727
58°18′28″N,58.307685,0°51′53″W,-0.86470212
58°18′28″N,58.307685,3°18′44″W,-3.31234585
58°18′28″N,58.307685,0°33′50″E,0.56388899
58°18′28″N,58.307685,3°14′37″W,-3.24361661
58°18′28″N,58.307685,0°46′01″E,0.76684046
58°18′28″N,58.307685,1°58′23″W,-1.97293027
58°18′28″N,58.307685,0°36′20″E,0.6055962
58°18′28″N,58.307685,2°30′49″W,-2.5135209
58°18′28″N,58.307685,0°52′51″W,-0.88084122
58°18′28″N,58.307685,2°51′58″W,-2.86607217
58°18′28″N,58.307685,0°57′50″W,-0.96401171
58°18′28″N,58.307685,0°19′18″W,-0.32165908
58°18′28″N,58.307685,1°37′25″W,-1.62353728
58°18′28″N,58.307685,0°15′08″E,0.25228956
58°18′28″N,58.307685,3°12′22″W,-3.20605298
58°18′28″N,58.307685,2°53′43″W,-2.89526102
58°18′28″N,58.307685,0°23′22″W,-0.38953841
58°18′28″N,58.307685,1°26′37″E,1.44356164
58°18′28″N,58.307685,0°55′03″W,-0.91744113
58°18′28″N,58.307685,4°12′24″W,-4.20660211
58°18′28″N,58.307685,3°11′49″W,-3.19685832
58°18′28″N,58.307685,0°37′14″W,-0.62054668
58°18′28″N,58.307685,1°05′06″W,-1.08500343
58°18′28″N,58.307685,3°33′07″W,-3.55203966
58°18′28″N,58.307685,1°30′52″E,1.51449803
58°18′28″N,58.307685,3°45′27″W,-3.75739676
58°18′28″N,58.307685,0°18′57″E,0.31597207
58°18′28″N,58.307685,0°20′58″W,-0.34930772
58°18′28″N,58.307685,1°17′01″E,1.28349749
58°18′28″N,58.307685,2°45′46″W,-2.76271821
58°18′28″N,58.307685,2°12′17″W,-2.2047896
58°18′28″N,58.307685,1°31′16″W,-1.52124898
58°18′28″N,58.307685,3°41′55″W,-3.6985366
58°18′28″N,58.307685,2°47′43″W,-2.79517721
58°18′28″N,58.307685,1°11′46″W,-1.19610619
58°18′28″N,58.307685,2°16′19″W,-2.272017
58°18′28″N,58.307685,0°39′00″E,0.64997736
58°18′28″N,58.307685,3°24′04″W,-3.40104852
58°18′28″N,58.307685,0°03′40″E,0.06122903
58°18′28″N,58.307685,2°08′03″W,-2.13418178
58°18′28″N,58.307685,1°47′06″W,-1.78488968
58°18′28″N,58.307685,2°45′11″W,-2.75304349
58°18′28″N,58.307685,2°50′08″W,-2.8354887
58°18′28″N,58.307685,2°22′25″W,-2.37364907
58°18′28″N,58.307685,1°05′04″E,1.0844566
58°18′28″N,58.307685,2°47′29″W,-2.79134708
58°18′28″N,58.307685,1°04′22″W,-1.07279062
58°18′28″N,58.307685,0°11′41″E,0.19484819
58°18′28″N,58.307685,1°13′42″E,1.22824069
58°18′28″N,58.307685,0°08′18″W,-0.13827437
58°18′28″N,58.307685,1°26′16″E,1.4376518
58°18′28″N,58.307685,1°58′23″W,-1.97292291
58°18′28″N,58.307685,0°30′21″W,-0.50583516
58°18′28″N,58.307685,1°52′45″W,-1.87909457
58°18′28″N,58.307685,1°29′53″E,1.49809482
58°18′28″N,58.307685,0°38′04″W,-0.63457469
58°18′28″N,58.307685,2°29′22″W,-2.48954039
58°18′28″N,58.307685,0°25′37″E,0.42684887
58°18′28″N,58.307685,0°55′13″E,0.92022998
58°18′28″N,58.307685,3°27′01″W,-3.45034973
58°18′28″N,58.307685,0°09′07″W,-0.15193551
58°18′28″N,58.307685,1°10′27″E,1.17427874
58°18′28″N,58.307685,0°39′39″W,-0.660847
58°18′28″N,58.307685,2°52′50″W,-2.88049837
58°18′28″N,58.307685,1°16′40″E,1.27789478
58°18′28″N,58.307685,1°25′05″W,-1.41801432
58°18′28″N,58.307685,0°39′06″W,-0.6515624
58°18′28″N,58.307685,3°03′14″W,-3.05385397
58°18′28″N,58.307685,2°45′24″W,-2.75653457
58°18′28″N,58.307685,2°55′10″W,-2.91941856
58°18′28″N,58.307685,1°40′58″W,-1.68284188
58°18′28″N,58.307685,1°07′12″E,1.11996517
58°18′28″N,58.307685,0°30′03″W,-0.50092548
58°18′28″N,58.307685,0°16′40″E,0.27791048
58°18′28″N,58.307685,3°57′26″W,-3.9571584
58°18′28″N,58.307685,1°21′47″W,-1.36316677
58°18′28″N,58.307685,1°10′27″E,1.17418117
58°18′28″N,58.307685,0°16′29″W,-0.27463982
58°18′28″N,58.307685,3°45′44″W,-3.76213844
58°18′28″N,58.307685,0°50′42″W,-0.84503906
58°18′28″N,58.307685,1°18′08″E,1.30209703
58°18′28″N,58.307685,3°10′34″W,-3.17603786
58°18′28″N,58.307685,0°41′16″E,0.68791097
58°18′28″N,58.307685,3°32′22″W,-3.5394706
58°18′28″N,58.307685,3°26′36″W,-3.44324251
58°18′28″N,58.307685,3°19′55″W,-3.33184845
58°18′28″N,58.307685,2°55′45″W,-2.92914139
58°18′28″N,58.307685,1°17′51″W,-1.29751068
58°18′28″N,58.307685,1°45′46″W,-1.76272386
58°18′28″N,58.307685,3°21′54″W,-3.36503127
58°18′28″N,58.307685,1°06′10″E,1.10290051
58°18′28″N,58.307685,1°35′50″W,-1.5973466
58°18′28″N,58.307685,2°17′49″W,-2.29686529
