id,latitude,longitude,"quadKey","name"
50,58.307685,-0.49212605,"","Builders Square"
51,58.307685,-4.2059393,"","Electronics Source"
52,58.307685,-2.85876407,"","Dynatronics Accessories"
53,58.307685,0.2095499,"","Balanced Fortune"
54,58.307685,0.83026517,"","Hollywood Video"
55,58.307685,-0.00806409,"","MacMarr Stores"
56,58.307685,-2.65837196,"","Furrow's"
57,58.307685,-3.59675729,"","The Spotted Cougar"
58,58.307685,-4.18961958,"","Exact Realty"
59,58.307685,0.83254832,"","Erb Lumber"
60,58.307685,-1.06923796,"","Huyler's"
61,58.307685,0.49434329,"","Robinson Furniture"
62,58.307685,-1.20747849,"","Poore Simon's"
63,58.307685,-3.18182507,"","Weatherill's"
64,58.307685,-3.26869055,"","Sun Foods"
65,58.307685,0.30442984,"","Muirhead's"
66,58.307685,-3.17452112,"","Fayva"
67,58.307685,-3.10936432,"","White Coffee Pot"
68,58.307685,-0.51429508,"","Endicott Shoes"
69,58.307685,-0.40567211,"","Ejecta"
70,58.307685,1.11625585,"","Stop N Shop"
71,58.307685,-1.82998263,"","Great Western"
72,58.307685,-4.15032066,"","Star Assistance"
73,58.307685,-1.33688287,"","House 2 Home"
74,58.307685,-1.63156021,"","Great Western"
75,58.307685,-4.1386799,"","Monk House Sales"
76,58.307685,-0.71515655,"","Giant Open Air"
77,58.307685,-3.47491459,"","County Seat"
78,58.307685,-3.60085233,"","Big Daddy's Restaurants"
79,58.307685,-1.04648763,"","Mission You"
80,58.307685,0.80657148,"","County Market"
81,58.307685,-3.67610649,"","Pay 'N Pak"
82,58.307685,0.87254995,"","Chase Pitkin"
83,58.307685,-3.53324814,"","Opticomp"
84,58.307685,-3.53759784,"","Griff's Hamburgers"
85,58.307685,-0.92683233,"","Rite Solution"
86,58.307685,-1.20888082,"","Action Auto"
87,58.307685,0.41512105,"","Infinite Wealth"
88,58.307685,0.3444713,"","Pearl Architectural Design"
89,58.307685,-3.91632834,"","Tower Records"
90,58.307685,1.13659351,"","Murray's Discount Auto Stores"
91,58.307685,0.04165525,"","First Rate Choice"
92,58.307685,-1.71742196,"","Helios Air"
93,58.307685,0.2580244,"","Furrow's"
94,58.307685,-3.97378306,"","TheBottomHalf"
95,58.307685,-0.1531899,"","Square Circle"
96,58.307685,0.48855891,"","Lum's"
97,58.307685,1.43176972,"","Parklane Hosiery"
98,58.307685,-2.84122159,"","Sports Town USA"
99,58.307685,1.45535142,"","Simple Solutions"
100,58.307685,-0.94122847,"","Dahlkemper's"
101,58.307685,-4.00491277,"","Yardbirds Home Center"
102,58.307685,-0.43246808,"","Budget Tapes & Records"
103,58.307685,-3.69867552,"","Mikro Designs"
104,58.307685,-4.20114636,"","Oklahoma Tire & Supply Company"
105,58.307685,-3.71735392,"","Today's Man"
106,58.307685,-3.65105891,"","Atlas Realty"
107,58.307685,1.17189269,"","Formula Grey"
108,58.307685,-4.05656487,"","Lee Wards"
109,58.307685,-3.49941584,"","Rolling Thunder"
110,58.307685,0.11476283,"","Netstars Matrix Design"
111,58.307685,-1.89673341,"","Steve's Ice Cream"
112,58.307685,0.54375859,"","Micro Design"
113,58.307685,-3.4880453,"","The Lawn Guru"
114,58.307685,-0.88769829,"","Kenny Rogers Roasters"
115,58.307685,-3.93594381,"","Gottschalks"
116,58.307685,-1.55945738,"","Penn Fruit"
117,58.307685,-0.92947688,"","Morrison's Cafeteria"
118,58.307685,-1.43354014,"","Better Business Ideas and Services"
119,58.307685,-2.08787433,"","Young @ Heart"
120,58.307685,0.3939447,"","A+ Electronics"
121,58.307685,-0.00725901,"","Roadhouse Grill"
122,58.307685,-1.20961859,"","John Plain"
123,58.307685,-3.9828766,"","Modern Architecture Design"
124,58.307685,-1.13978235,"","Brown Derby"
125,58.307685,-3.7868569,"","Big Apple"
126,58.307685,-0.48379322,"","Total Sources"
127,58.307685,-2.25696502,"","Pointers"
128,58.307685,-2.35259531,"","Road Runner Lawn Services"
129,58.307685,-1.13416282,"","Young @ Heart"
130,58.307685,0.68992154,"","Joseph Magnin"
131,58.307685,-4.06063062,"","Paul's Record Hut"
132,58.307685,-0.59797799,"","Market Basket"
133,58.307685,-2.49771098,"","Sunny's Surplus"
134,58.307685,-0.73662901,"","Manning's Cafeterias"
135,58.307685,-3.95314804,"","Universo Realtors"
136,58.307685,-2.60620281,"","Wag's"
137,58.307685,-1.77313553,"","Standard Food"
138,58.307685,-2.76419849,"","Happy Family"
139,58.307685,-0.03614274,"","Bombay Company"
140,58.307685,-0.72041862,"","Chargepal"
141,58.307685,0.65916327,"","Asian Junction"
142,58.307685,-3.06397303,"","Planetbiz"
143,58.307685,-1.39943065,"","Total Quality"
144,58.307685,1.3706191,"","Block Distributors"
145,58.307685,0.57999395,"","First Choice Garden Maintenance"
146,58.307685,-1.38998327,"","Checker Auto Parts"
147,58.307685,-1.85383206,"","Asian Plan"
148,58.307685,-3.01986203,"","Strawberries"
149,58.307685,0.80545791,"","Robert Hall"
150,58.307685,-3.02600531,"","The Lawn Guru"
151,58.307685,-3.45011462,"","Monlinks"
152,58.307685,-3.76976163,"","Weenie Beenie"
153,58.307685,0.19336633,"","Kelsey's Neighbourhood Bar & Grill"
154,58.307685,-1.39003816,"","Landskip Yard Care"
155,58.307685,0.32660048,"","John Plain"
156,58.307685,0.9134029,"","Food Fair"
157,58.307685,-3.43992,"","Quest Technology Service"
158,58.307685,-3.68761082,"","Home Centers"
159,58.307685,0.73111271,"","Endicott Shoes"
160,58.307685,1.45461243,"","Monk House Sales"
161,58.307685,-3.62361189,"","Rogersound Labs"
162,58.307685,1.05761885,"","Wholesale Club Inc."
163,58.307685,1.1333641,"","Edge Garden Services"
164,58.307685,-1.28260235,"","Magna Wealth"
165,58.307685,-0.9731541,"","Exact Solutions"
166,58.307685,-1.27986665,"","Zephyr Investments"
167,58.307685,1.30933019,"","Wealth Zone Group"
168,58.307685,-3.50029994,"","Consumers and Consumers Express"
169,58.307685,0.76266304,"","MacMarr Stores"
170,58.307685,0.69509331,"","Builders Emporium"
171,58.307685,0.89454823,"","Warehouse Club Inc."
172,58.307685,-3.89169849,"","Multicerv"
173,58.307685,-1.91199375,"","Great Western"
174,58.307685,-2.60669399,"","Body Fate"
175,58.307685,-2.84582721,"","Affinity Investment Group"
176,58.307685,-2.11590073,"","Forum Cafeterias"
177,58.307685,-0.61895059,"","Realty Zone"
178,58.307685,0.06749134,"","Museum Company"
179,58.307685,-2.50486606,"","Musicland"
180,58.307685,-1.09888606,"","Evans"
181,58.307685,-3.12942475,"","Wheels Discount Auto"
182,58.307685,-0.08372703,"","Reliable Guidance"
183,58.307685,-1.23401867,"","Mr. Clark's Appliances"
184,58.307685,-1.26381631,"","White Tower Hamburgers"
185,58.307685,-1.94250911,"","Magna Gases"
186,58.307685,0.76703004,"","De Pinna"
187,58.307685,-3.77576315,"","Ransohoffs"
188,58.307685,-3.3480463,"","Liberal"
189,58.307685,-3.61943579,"","Universal Design Partners"
190,58.307685,-1.90152801,"","Life Plan Counselling"
191,58.307685,-2.31003239,"","Cougar Investment"
192,58.307685,-2.90598257,"","Sun Television and Appliances"
193,58.307685,-1.43962406,"","Argus Tapes & Records"
194,58.307685,-3.35851146,"","AdventureSports!"
195,58.307685,-3.3856205,"","Cardinal Stores"
196,58.307685,-1.86912959,"","Cloth World"
197,58.307685,1.51156415,"","Licorice Pizza"
198,58.307685,-3.5479243,"","Body Toning"
199,58.307685,-3.34997434,"","Opticomp"
200,58.307685,-3.06646712,"","Tweeter"
201,58.307685,1.01685833,"","Monk Home Funding Services"
202,58.307685,0.75202666,"","Ideal Garden Management"
203,58.307685,0.31896983,"","Powerbod"
204,58.307685,-3.36453475,"","Forum Cafeterias"
205,58.307685,-3.56382322,"","VitaGrey"
206,58.307685,0.64065448,"","Carl Durfees"
207,58.307685,-2.75977863,"","Pioneer Chicken"
208,58.307685,-4.00154062,"","Wickes Furniture"
209,58.307685,-3.25537819,"","Glicks Furniture"
210,58.307685,0.3720637,"","Kiddie City"
211,58.307685,-1.87032731,"","Oklahoma Tire & Supply Company"
212,58.307685,-0.41853995,"","Plunkett Home Furnishings"
213,58.307685,-1.96914333,"","Stratabiz"
214,58.307685,1.03741824,"","Expo Superstore"
215,58.307685,-1.78937776,"","Jay Jacobs"
216,58.307685,-0.49741819,"","Pointers"
217,58.307685,-2.80604946,"","Marianne"
218,58.307685,0.41197186,"","System Star"
219,58.307685,-3.73782277,"","Prestiga-Biz"
220,58.307685,-3.32275265,"","One-Up Realty"
221,58.307685,-1.94116127,"","Thalhimers"
222,58.307685,1.24964674,"","Johnson's General Stores"
223,58.307685,-2.68865556,"","Parts America"
224,58.307685,0.02116796,"","Kiddie City"
225,58.307685,-2.83079162,"","Wilson's Jewelers"
226,58.307685,-3.36172448,"","Tons O' Toys"
227,58.307685,0.69716636,"","Dahlkemper's"
228,58.307685,-0.8154115,"","Computer City"
229,58.307685,-0.12550311,"","JasmineSola"
230,58.307685,-1.44697497,"","Waccamaw's Homeplace"
231,58.307685,1.51422255,"","Hudson's MensWear"
232,58.307685,-1.08905822,"","Burstein-Applebee"
233,58.307685,-3.5576459,"","Record World"
234,58.307685,-0.37544981,"","Grodins"
235,58.307685,-2.90498432,"","Source Club"
236,58.307685,-0.56895683,"","Gamma Gas"
237,58.307685,-1.12512874,"","Laura Ashley Mother & Child"
238,58.307685,1.158239,"","Greenwich IGA"
239,58.307685,-3.79222192,"","Bodega Club"
240,58.307685,-3.08025808,"","Builderama"
241,58.307685,-2.82340411,"","Edge Yard Service"
242,58.307685,-0.3479726,"","Allied City Stores"
243,58.307685,-0.26564651,"","Landskip Yard Care"
244,58.307685,-4.17216991,"","J. K. Gill Company"
245,58.307685,-2.26219106,"","Thorofare"
246,58.307685,-0.02892552,"","Avant Garde Interior Designs"
247,58.307685,-0.79747208,"","Cardinal Stores"
248,58.307685,-2.16274292,"","EnviroSource Design"
249,58.307685,0.96693894,"","Witmark"
250,58.307685,0.32019666,"","FamilyMart"
251,58.307685,-3.5555068,"","Cardinal Stores"
252,58.307685,-0.70933501,"","Total Yard Management"
253,58.307685,0.79420682,"","Grand Union"
254,58.307685,-3.99968633,"","Mission You"
255,58.307685,-2.75557969,"","Exact Solutions"
256,58.307685,-0.57749031,"","Jeans Unlimited"
257,58.307685,-0.67658714,"","Landskip Yard Service"
258,58.307685,0.82946541,"","Maxaprofit"
259,58.307685,-3.31044428,"","Libera"
260,58.307685,-1.89103938,"","Paul's Record Hut"
261,58.307685,-2.02645344,"","Electronic Geek"
262,58.307685,0.78540805,"","Landskip Yard Service"
263,58.307685,-3.41806214,"","Titania"
264,58.307685,0.9554657,"","CompuAdd"
265,58.307685,-0.48275948,"","Total Quality"
266,58.307685,-1.99783254,"","Leonard Krower & Sons"
267,58.307685,-2.39962083,"","Best Biz Survis"
268,58.307685,-0.70753459,"","TheBottomHalf"
269,58.307685,-2.16501817,"","Corinthian Designs"
270,58.307685,-1.59792571,"","Sagebrush"
271,58.307685,-0.34323344,"","Opticomp"
272,58.307685,0.91277169,"","Ukrop's Super Market"
273,58.307685,-0.63088624,"","Red Bears Tavern"
274,58.307685,-1.78988938,"","A+ Investments"
275,58.307685,-0.59088537,"","Sun Foods"
276,58.307685,0.96312958,"","Gas Depot"
277,58.307685,0.88259966,"","Adaptaz"
278,58.307685,1.43970488,"","Electric Avenue"
279,58.307685,-0.64593446,"","Vari-Tec"
280,58.307685,0.22761037,"","Quickbiz"
281,58.307685,1.51584518,"","Crown Books"
282,58.307685,1.11377758,"","A.J. August Fashion Wear"
283,58.307685,-1.98842083,"","Specialty Restaurant Group"
284,58.307685,-0.02853025,"","Asian Solutions"
285,58.307685,0.03067995,"","Network Air"
286,58.307685,-0.19646098,"","Protean"
287,58.307685,-0.04498329,"","Adray"
288,58.307685,0.52533523,"","Creative Wealth Management"
289,58.307685,-1.14128379,"","Super Duper"
290,58.307685,1.022259,"","Golden Joy"
291,58.307685,-2.98510755,"","Eisner Food Stores"
292,58.307685,-1.97548805,"","AJ Bayless"
293,58.307685,1.20120215,"","Lawnscape Garden Maintenance"
294,58.307685,-3.03764776,"","Little Tavern"
295,58.307685,-0.44375304,"","Solution Bridge"
296,58.307685,-2.68606303,"","Sunny Real Estate Investments"
297,58.307685,-3.60405522,"","KG Menswear"
298,58.307685,-0.13566143,"","Luskin's"
299,58.307685,-3.75273509,"","Awthentikz"
300,58.307685,-4.10415531,"","Mission Realty"
301,58.307685,-1.43021868,"","Isaly's"
302,58.307685,-1.07651218,"","Terra"
303,58.307685,-0.33795246,"","Thompson"
304,58.307685,-2.37708402,"","Channel Home Centers"
305,58.307685,-3.51785473,"","York Steak House"
306,58.307685,-3.89511836,"","Harmony House"
307,58.307685,-3.70480316,"","Matrix Architectural Service"
308,58.307685,-4.13827795,"","Morville"
309,58.307685,-3.52475403,"","Hanover Shoe"
310,58.307685,-1.61686451,"","Liberty Wealth Planners"
311,58.307685,-2.15963649,"","Gamma Grays"
312,58.307685,-0.41491487,"","Alexander's"
313,58.307685,-1.43633702,"","National Record Mart"
314,58.307685,0.32078024,"","Big Apple"
315,58.307685,-3.38647707,"","CompuAdd"
316,58.307685,-2.75372013,"","Second Time Around"
317,58.307685,-3.31997061,"","Kash n' Karry"
318,58.307685,-1.46509785,"","Monsource"
319,58.307685,-0.30524368,"","Big Bear Stores"
320,58.307685,-0.42159438,"","Mr. Steak"
321,58.307685,-2.63572508,"","Pioneer Chicken"
322,58.307685,-2.86753152,"","Grossman's"
323,58.307685,-2.05962364,"","Kelly and Cohen"
324,58.307685,-1.66240897,"","A Plus Lawn Care"
325,58.307685,-0.80124616,"","Pay 'N Pak"
326,58.307685,-1.34413797,"","Terra Nova Garden Services"
327,58.307685,-4.14463344,"","Patterson-Fletcher"
328,58.307685,1.40623185,"","Buehler Foods"
329,58.307685,-0.50879452,"","Landskip Yard Service"
330,58.307685,1.28221159,"","Sagebrush"
331,58.307685,-2.02548296,"","Earthworks Yard Maintenance"
332,58.307685,-3.35265084,"","Enviro Architectural Designs"
333,58.307685,-2.08833151,"","ManCharm"
334,58.307685,-2.98341645,"","Century House"
335,58.307685,-3.57312881,"","Mr. Good Buys"
336,58.307685,-0.79129954,"","Beasts of Beauty"
337,58.307685,-1.24022829,"","Listen Up"
338,58.307685,-3.59907187,"","Peaches"
339,58.307685,-2.49336068,"","MacMarr Stores"
340,58.307685,-1.19422069,"","Rossi Auto Parts"
341,58.307685,-4.06973085,"","First Choice Yard Help"
342,58.307685,-2.20079909,"","Pro Property Maintenance"
343,58.307685,-0.11275967,"","Weathervane"
344,58.307685,-3.89335304,"","Hastings"
345,58.307685,1.23122453,"","Mikrotechnic"
346,58.307685,-2.71000029,"","Wise Solutions"
347,58.307685,-3.72048852,"","Channel Home Centers"
348,58.307685,-3.69453866,"","Wise Solutions"
349,58.307685,0.69877535,"","La Petite Boulangerie"
350,58.307685,-2.3637851,"","Source Club"
351,58.307685,-1.25160915,"","National Auto Parts"
352,58.307685,1.05041316,"","York Steak House"
353,58.307685,-0.92397404,"","Listen Up"
354,58.307685,-1.52886101,"","Integra Investment Service"
355,58.307685,-0.81529259,"","Flagg Bros. Shoes"
356,58.307685,-1.83268549,"","Mages"
357,58.307685,-1.65690222,"","Sanitary Grocery Stores"
358,58.307685,0.93267957,"","Total Network Development"
359,58.307685,-1.02728135,"","Britling Cafeterias"
360,58.307685,-3.84104996,"","KG Menswear"
361,58.307685,-3.76349972,"","Opticomp"
362,58.307685,1.06947524,"","Liberal"
363,58.307685,-3.36406446,"","Hill-Behan"
364,58.307685,-2.01083331,"","National Record Mart"
365,58.307685,-1.18495944,"","G.I. Joe's"
366,58.307685,-0.93390944,"","Big Star Markets"
367,58.307685,0.81040067,"","Kohl's Food Stores"
368,58.307685,-1.48126314,"","Hugh M. Woods"
369,58.307685,-3.10786485,"","Pace Membership Warehouse"
370,58.307685,-3.51980726,"","Krauses Sofa Factory"
371,58.307685,-0.88115676,"","Matrix Interior Design"
372,58.307685,-2.06356103,"","Liberal"
373,58.307685,-0.70474227,"","Team Uno"
374,58.307685,-3.89801426,"","Personal & Corporate Design"
375,58.307685,-2.17742183,"","David Weis"
376,58.307685,-1.52740313,"","Wealthy Ideas"
377,58.307685,-0.52815935,"","Adapt"
378,58.307685,-3.04797889,"","Avant Garde Appraisal"
379,58.307685,-2.34720027,"","Cut Rite"
380,58.307685,-0.81935635,"","Grodins"
381,58.307685,-0.6548672,"","Chess King"
382,58.307685,-3.6052427,"","New World"
383,58.307685,-0.31770317,"","Practi-Plan"
384,58.307685,-2.2633162,"","Eisner Food Stores"
385,58.307685,1.3111352,"","Consumers Food and Drug"
386,58.307685,-0.24950875,"","Opticomp"
387,58.307685,-2.63182529,"","MacMarr Stores"
388,58.307685,0.03287466,"","Team Electronics"
389,58.307685,-3.77260303,"","Price Savers"
390,58.307685,-3.39862443,"","d.e.m.o."
391,58.307685,-0.2572203,"","Team Electronics"
392,58.307685,0.69049919,"","Home Quarters Warehouse"
393,58.307685,-3.63900111,"","University Stereo"
394,58.307685,-3.80812924,"","Reliable Garden Management"
395,58.307685,-2.46070396,"","Liberal"
396,58.307685,1.40084127,"","Gallenkamp"
397,58.307685,-3.50579734,"","Leath Furniture"
398,58.307685,-1.56683713,"","Gamma Grays"
399,58.307685,-1.89635595,"","Golden's Distributors"
400,58.307685,0.00401804,"","Miller & Rhoads"
401,58.307685,-0.58742252,"","Burger Chef"
402,58.307685,-3.21740171,"","Thrift Auto Parts"
403,58.307685,-1.32220331,"","Earthworks Yard Maintenance"
404,58.307685,-1.83683667,"","Little Folk Shops"
405,58.307685,-4.01719545,"","Murray's Discount Auto Stores"
406,58.307685,-0.83632864,"","Sam Goody"
407,58.307685,1.03655862,"","Gold Touch"
408,58.307685,0.59823827,"","Mr. D's IGA"
409,58.307685,-3.18437144,"","Electronic Geek"
410,58.307685,-1.19058761,"","Flexus"
411,58.307685,1.43345727,"","Murray's Discount Auto Stores"
412,58.307685,-0.86470212,"","Elm Farm"
413,58.307685,-3.31234585,"","Thrift Auto Parts"
414,58.307685,0.56388899,"","Johnson's General Stores"
415,58.307685,-3.24361661,"","Eden Lawn Service"
416,58.307685,0.76684046,"","Richman Brothers"
417,58.307685,-1.97293027,"","Maloley's Finer Foods"
418,58.307685,0.6055962,"","Record Town"
419,58.307685,-2.5135209,"","The Wiz"
420,58.307685,-0.88084122,"","Just For Fun"
421,58.307685,-2.86607217,"","Anderson-Little"
422,58.307685,-0.96401171,"","The Sample"
423,58.307685,-0.32165908,"","John M. Smyth's Homemakers"
424,58.307685,-1.62353728,"","Balanced Fortune"
425,58.307685,0.25228956,"","Rainbow Life"
426,58.307685,-3.20605298,"","Earthworks Garden Kare"
427,58.307685,-2.89526102,"","New World Realty"
428,58.307685,-0.38953841,"","Keeney's"
429,58.307685,1.44356164,"","Four Leaf Clover"
430,58.307685,-0.91744113,"","Father & Son"
431,58.307685,-4.20660211,"","Mission Realty"
432,58.307685,-3.19685832,"","Netaid"
433,58.307685,-0.62054668,"","Laughner's Cafeteria"
434,58.307685,-1.08500343,"","Paper Cutter"
435,58.307685,-3.55203966,"","Two Pesos"
436,58.307685,1.51449803,"","De-Jaiz Mens Clothing"
437,58.307685,-3.75739676,"","Wise Solutions"
438,58.307685,0.31597207,"","Twin Food Stores"
439,58.307685,-0.34930772,"","Envirotecture Design"
440,58.307685,1.28349749,"","Pro Garden Management"
441,58.307685,-2.76271821,"","Red Owl"
442,58.307685,-2.2047896,"","KG Menswear"
443,58.307685,-1.52124898,"","Gas Legion"
444,58.307685,-3.6985366,"","Fit Tonic"
445,58.307685,-2.79517721,"","Endicott Shoes"
446,58.307685,-1.19610619,"","Garden Master"
447,58.307685,-2.272017,"","Exact Solutions"
448,58.307685,0.64997736,"","Idea Infinity"
449,58.307685,-3.40104852,"","Movie Gallery"
450,58.307685,0.06122903,"","A+ Electronics"
451,58.307685,-2.13418178,"","One-Up Realtors"
452,58.307685,-1.78488968,"","Sambo's"
453,58.307685,-2.75304349,"","Afforda Merchant Services"
454,58.307685,-2.8354887,"","The Flying Hippo"
455,58.307685,-2.37364907,"","Al's Auto Parts"
456,58.307685,1.0844566,"","Loblaws"
457,58.307685,-2.79134708,"","Super Duper"
458,58.307685,-1.07279062,"","Matrix Design"
459,58.307685,0.19484819,"","Starship Tapes & Records"
460,58.307685,1.22824069,"","Total Yard Management"
461,58.307685,-0.13827437,"","Success Is Yours"
462,58.307685,1.4376518,"","Team Designers and Associates"
463,58.307685,-1.97292291,"","Furrow's"
464,58.307685,-0.50583516,"","Newmark & Lewis"
465,58.307685,-1.87909457,"","Standard Brands Paint Company"
466,58.307685,1.49809482,"","Sounds of Soul Records & Tapes"
467,58.307685,-0.63457469,"","Harmony House"
468,58.307685,-2.48954039,"","Integra Investment Plan"
469,58.307685,0.42684887,"","ManCharm"
470,58.307685,0.92022998,"","American Appliance"
471,58.307685,-3.45034973,"","Hills Supermarkets"
472,58.307685,-0.15193551,"","Keeney's"
473,58.307685,1.17427874,"","Gene Walter's Marketplace"
474,58.307685,-0.660847,"","Cloth World"
475,58.307685,-2.88049837,"","Boston Sea Party"
476,58.307685,1.27789478,"","Nelson Brothers"
477,58.307685,-1.41801432,"","Joseph Magnin"
478,58.307685,-0.6515624,"","Town and Country Convenience Stores"
479,58.307685,-3.05385397,"","WWW Realty"
480,58.307685,-2.75653457,"","Intelacard"
481,58.307685,-2.91941856,"","Infinite Wealth"
482,58.307685,-1.68284188,"","York Steak House"
483,58.307685,1.11996517,"","Libera"
484,58.307685,-0.50092548,"","The Wall"
485,58.307685,0.27791048,"","Pomeroy's"
486,58.307685,-3.9571584,"","Mr. D's IGA"
487,58.307685,-1.36316677,"","Architectural Genie"
488,58.307685,1.17418117,"","Auto Palace"
489,58.307685,-0.27463982,"","Monsource"
490,58.307685,-3.76213844,"","Red Robin Stores"
491,58.307685,-0.84503906,"","China Coast"
492,58.307685,1.30209703,"","Food Barn"
493,58.307685,-3.17603786,"","Leo's Stereo"
494,58.307685,0.68791097,"","Cal Stereo"
495,58.307685,-3.5394706,"","Planetbiz"
496,58.307685,-3.44324251,"","Planet Pizza"
497,58.307685,-3.33184845,"","Gas Depot"
498,58.307685,-2.92914139,"","Signa Air"
499,58.307685,-1.29751068,"","Royal Gas"
500,58.307685,-1.76272386,"","Patterson-Fletcher"
501,58.307685,-3.36503127,"","Mervyn's"
502,58.307685,1.10290051,"","Forest City"
503,58.307685,-1.5973466,"","Libera"
504,58.307685,-2.29686529,"","Destiny Realty"
505,58.307685,0.9909978,"","Monk Real Estate Service"
506,58.307685,-0.03655879,"","Chase Pitkin"
507,58.307685,0.60184964,"","Target Source"
508,58.307685,-1.12494884,"","Crazy Eddie"
509,58.307685,1.47503334,"","Soul Sounds Unlimited"
510,58.307685,-0.06258974,"","Sounds of Soul Records & Tapes"
511,58.307685,-1.20937225,"","Richman Brothers"
512,58.307685,-1.93583015,"","Golf Augusta Pro Shops"
513,58.307685,-0.96355834,"","Schweggmanns"
514,58.307685,0.42526158,"","Infinity Investment Plan"
515,58.307685,1.20902588,"","O.K. Fairbanks"
516,58.307685,-2.26207231,"","Chase Pitkin"
517,58.307685,0.42273959,"","Service Merchandise"
518,58.307685,0.04200986,"","Cut Above"
519,58.307685,1.33706051,"","Realty Solution"
520,58.307685,-0.77226922,"","Rhodes Furniture"
521,58.307685,-0.54517667,"","Brown Derby"
522,58.307685,-2.22183558,"","J. K. Gill Company"
523,58.307685,-3.58064599,"","The Wiz"
524,58.307685,0.12005037,"","Steve's Ice Cream"
525,58.307685,-3.93124133,"","Team Uno"
526,58.307685,-1.54249244,"","Jackpot Consultant"
527,58.307685,0.65064491,"","Pro Garden Management"
528,58.307685,-2.62837528,"","Solid Future"
529,58.307685,-1.15150139,"","Stop N Shop"
530,58.307685,1.08053158,"","House 2 Home"
531,58.307685,1.08564724,"","Titania"
532,58.307685,1.16322765,"","Naturohair"
533,58.307685,-1.02207101,"","Lafayette Radio"
534,58.307685,-1.06813032,"","Home Centers"
535,58.307685,-1.18435166,"","System Star"
536,58.307685,-3.46538678,"","Coffey's Market"
537,58.307685,-0.81397757,"","Asian Solutions"
538,58.307685,1.39836591,"","Crazy Eddie"
539,58.307685,0.15901913,"","Megatronic"
540,58.307685,0.0586297,"","The Independent Planners"
541,58.307685,-2.40304334,"","Reliable Guidance"
542,58.307685,-2.84229718,"","A. L. Price"
543,58.307685,-2.8146197,"","Sav-A-Center"
544,58.307685,0.74834907,"","Rivera Property Maintenance"
545,58.307685,-4.0601571,"","Pomeroy's"
546,58.307685,-1.00875493,"","A Plus Lawn Care"
547,58.307685,-0.76045588,"","Janeville"
548,58.307685,0.39540335,"","Fireball"
549,58.307685,1.39381706,"","Town and Country Convenience Stores"
550,58.307685,-3.34148961,"","Schweggmanns"
551,58.307685,-3.08239078,"","Integra Investment Plan"
552,58.307685,-0.98068818,"","Gamma Gas"
553,58.307685,-1.23706096,"","Britling Cafeterias"
554,58.307685,0.39382222,"","The Polka Dot Bear Tavern"
555,58.307685,-3.37070302,"","Thrift Auto Parts"
556,58.307685,-2.47580968,"","Krauses Sofa Factory"
557,58.307685,-4.12297357,"","Wetson's"
558,58.307685,-3.61355524,"","Vitagee"
559,58.307685,1.36042093,"","Crafts Canada"
560,58.307685,-2.0836617,"","Asian Plan"
